username,gender,zip,highest_education
Kgm7zLW8p8Jc9BDI12KiHyoMRqlC0TXl,other,34741,no highschool
CIZJZmJNEeWivjfg9plIFhKQtSgg26KO,,2673,college
ZkiPlWr0CUfrAk1rLbjorSNF3ztpA4OI,female,47401,highschool
AyUjZVGqtFMvUo6pc5gGIteSTMooMCW4,missing,17111,highschool
k4TNfJN2wDk8f3qlkdCSASGi3u2tf2tX,female,8823,some college
zFgD1swGRP9lPDcpGxDEeI0ng9V4Oe1p,,60462,college
YVES2ZTvPhzh3moxPsVB2fgUnT4nCd7x,female,24401,graduate
LlNl7SWBVAnoKfzeJybnj6blD2Rxs5PY,male,20794,highschool
qa4DC2cjqG8MTqIDQmkOd9cEBJD33EeA,missing,11542,some college
GN5gQNFJDFdC9kETtKfVvAPxPOJUtgn1,missing,92345,graduate
WkWIN6Ni3Uxz7dblmYEKmtVKDl1zD4QM,missing,49774,missing
ydGclL8JoPlROlfPqSCVIq5WJQ4FNNlT,missing,38857,some college
QSaImtnwSyIvS5AffCcxoWPOjD7SK8AN,,8096,some college
Bem9jQvOxadGGGnGG96VT9QvNpVa1pD8,,92078,no highschool
9HRCpegaIkltVNdCGZ2EDBD2UpfBVXjD,female,16232,highschool
YAI2n39uKHMXi8VXgEmDTAkVlBGNHXwW,female,26241,missing
u1KGcqbQ5Jesp8SHGW0WUEtH3wtRTuI0,male,6776,some college
okWrkofvM7k6AGlRYh1RMyoUMWTnqExq,female,33161,college
xnObPmivHmj7phvTSVLNuvvFk898J2aO,,92010,highschool
9eEMxCokZ7UC5bLHD0wN1UDKTYDHrIeZ,,16403,graduate
YqoAKMFeam3d0yrGrJ7aJTgciQxm6uIV,male,33811,college
vzJ5PVomB1JZacXqaAY2piAO3vZ1kT3U,male,2664,college
OlYh1VnHQMXidjKzIJueqZ5q8VCCYF7A,,98126,highschool
yjO4eoux5lK5NutTFSbfGLaYupa9GI91,other,11368,some college
OMV0s5JHCWvIExExA1ciO3XqwMoBu3f2,male,8104,some college
vqvktKIKsfJaBd7NUa4Cr5G4zQc3djN6,,97008,some college
Rw0bejpIWHPGnDE3C1Az1rLq1fYxa9kL,,27106,highschool
yk98qrTkT8ZYnIRiGS30lcfvMyb4jfAL,,76116,some college
wJP9G4aa97RALoz7jgfom2Is1dozR5XV,,8857,college
dy6Zpf6SHivuEMzVbXysN6HLT1APxBtg,missing,54313,some college
RM2l5sHhRFLSEjH77Zk0hIwvNoop7Y1C,female,20190,college
lzhs6irIY2IIeuuazSPyjwAWeHN6rIJ3,female,45840,highschool
da6MhMlDFSRLmIrClGzjJtU8eL0pm2dy,male,6905,missing
XKAlDCh4DTZwS9HBSFDAaahKYs73ob53,male,60164,highschool
RM2bU7myfNswCTXZiUfGUwNsnxuHjIzf,female,13501,some college
qiQx6m12YO5CqQzKOVOyN3rkeXjdLmKE,,31090,highschool
iScQLhfasHPpVx6J7KebuOnYFp2Itum2,female,97206,some college
zHj73WnKgQqkzeiuV9A069CREJl8w0X0,missing,46804,some college
Gymn0DusIH3v58mQ2B78566w329hD5p0,,73005,graduate
Y0YamNoipgJ1ygcQIdzGiH4SNlabFh17,missing,7728,college
OZ5RJUqH8Xo26AiyQ1A0KjbcURpIV5q9,male,60068,highschool
NsdlPvHdvwMyOVEoO0arFhVPuOav49FY,missing,91702,some college
Av0so8JeZkL37S3USay6JyAc2H9w3WcS,,21035,some college
k9DREq4Q2806rKkb8rv6ektF1cGD3db1,female,39180,some college
xIILnKeeIhqpobf3mTqQ9FMzFYcDr0gX,,18040,graduate
rAqe8NKDHo2EuGq2moZVXTVMzDWp9rwq,missing,15010,some college
rg0l3pUBiAcI46hJhX4wKGO1BvnF85TB,male,45005,highschool
bs0tVoqau6FxvRWrHqsHx3pbCElpVS9E,male,31098,some college
R23hQIkxpjGDipcAUB8Dm9M15B8oN1UL,male,60448,missing
n0HTbQwk4R7UQOedPJwKLCT7O2PQSq8q,,48226,no highschool
OxffqATOT8rv8qtAiyAUWqtvHUc3hXDW,male,53092,highschool
FqSL68LZ66AV4SrLHbHMobkEw4z2xuM1,female,46703,missing
2sT7ojsC1w02fAwhcaRLBrXcss5IOsOK,,38802,some college
cGJK6WUVRz0lufneVSDgso7nE70DShof,female,74133,some college
xn0Xuytgm6G4keDPnb9R3MGW0Z7y96Sz,missing,73162,highschool
lmXGTd3xNN0H0TZQ6bzEXyXVSr0eZWue,,73112,graduate
i6GE6f3CLw7ziZ6aIXhAJCZVVVMbcgLB,male,2379,some college
GTepG4NJ3xpOzvfTZD9IMSWVdKO741kZ,male,92804,no highschool
UbhuTMEAqMzZPm1igvnyAuhc02uqoSax,female,21701,graduate
RLrnTBjEjVOjO4LFT94HGwF8K03nknI9,male,32804,highschool
L7FfTijl2sEUvCwVWIgdimuCtnJPQB7o,female,98271,missing
jNLCdvjgIGmvharT6zY83JvfQqRQRPo7,male,33033,missing
i5H4Yzm5qzuswK9DqaDCTjVPscRfIdtu,male,77581,college
CQY97ofLoEePO9pfmjOv63PbIzr9aUGX,female,73005,some college
sCfVbqcvQaa72cslbmlNZEUWqL7cYjkD,female,6902,some college
MF5edVvM6lCZDxnMdHelos9TUh3KERjn,male,98230,no highschool
LpVhAdCWSCJEvZX51IDRrflfv8PXob6K,missing,79072,college
qVybElrTdyHZ7Jkz2fD4lKn2ot4NVAsj,missing,92397,highschool
ZG0nfYanQMfWOkcq0CugIhDOfg1jiJIW,,36551,highschool
xyoDsPKVE1GxgTAsmGDB1usSglzsSfAc,female,98109,some college
nnLgUswwSxDZI0WAANeV7kiVkBqo2rYn,,1602,highschool
ndNZsN4dzAawDolPqzrjn2BmwgSJmFEf,,72143,college
PFeHiODu9F8iQeVpefu9AMXG5eU2OWhU,male,19714,some college
I0b0CtUQszlJ9piQ6aa7rx3ZTzdFEAMU,male,32819,some college
xFXUmMePl5oeOVMGvXHrewQYnwDjA5dY,female,55060,some college
cIrxLrqRZUynb2OgYJqw4vMuXGvut6uN,missing,33179,missing
8Brz6M9xsyQICtFuUyvieQFQp80BU276,missing,89117,college
KaNohb9ngW0qL4VJOJNzaT1NL3GCsXJO,other,52358,highschool
GQtHf5FrRCd4lKlDjEvxcTzFdncOzUUt,male,31709,college
76MsyfoydlyTteuthkqqJhd4o0zqGEPQ,,98661,highschool
WbPhqfwmFYggW432ooC1iHmgUJBCP9Le,female,88047,missing
DC3SXB72un7LJNTgMPQH3PwvInjSVUiQ,female,19104,highschool
KybJTS3fr0HyrDCaccrgyo0RzMzG0qom,,29651,college
UMTvbO7NFElnUe8WQDG76mhR0dstNRxJ,,60631,highschool
Ue2kliJRh39J8auWTqEIPSW6i3wMmDJ9,female,72150,missing
m07vvyMDVLtjENeYR0ksHxUtKFay5Rk9,,43611,some college
GaaUSAn7OjFLzHXXBEBVyi3shjmvN0lH,male,44485,some college
ibPksqu1WHLVnGdxIGc4t1ODwbbiR79V,female,44111,missing
5USBnLyMGXd4vW6kBwxN1Sg97co2qZq2,missing,98498,highschool
LjbJG9goCSwtnfLa0z4jaEVS9I3aQuTA,,78332,some college
dtnbNFt4bX4ssSQOo35UHuAdiCpMA3I7,,17602,some college
YZJqqN8F9OkPWLSU634joyiIMCxYQq0t,male,6605,highschool
JRXMPAqyZWmArqKQTZbA912Z8eZUcvvs,female,94541,highschool
4xDVLIXqcCcWQZ0jDCqrc6I36i52wEcb,,97229,college
h2cFTJnPj8CTdq0hhUdrEDtmsY30xXQA,male,93270,no highschool
oyAHQRsU9IfTif1tiHSiBYg5K3kF4D28,,96740,highschool
nmM1bDOHmrCfh8NqGzBQEamvS5IU9Hp2,,99301,no highschool
7VYsu22xA0behvNW5V0HO7suqw3RpS8G,,6410,college
gQ5s69GNYvQa1xy3UpPueFlEGoePUQZH,,85018,missing
BY9YLSZcQDQQEQ3MNU6DAt6np51iLH0O,female,1970,no highschool
NcaXlsCHnY4EjSjVH7EBIW82eeghLyx0,missing,55902,highschool
sMrUw2AxZ0YWz20SsJtMPiP83vxb6oKS,female,93950,college
osoVhIFYslvGN356FeEwwtxdUmho5ejc,,7753,some college
4JPTMOEW3QvxnvFVxcqBPUVqTDTMZIow,female,39828,some college
fPIxvTF7wESZjwgGYTGD5hUP1bQHabtD,other,77375,some college
is8l1meZIh3E1yiSCDaF9vQ5rfoPud7B,male,33569,highschool
HoYGw5SKOnmCD36k0WtMGDhgANXbreR6,other,52246,missing
IHdaVqpjpB1XhIxP42xTYGbs12IewQuT,female,78719,highschool
v80xARhw6o0qWoZhV3Z6c6dVXIF7GAis,missing,7039,some college
FK87Mh9LEgwj1VU4pstPcNLLVrRCTWuM,missing,11967,graduate
OD4oNTbWS1DqL5lewZiVkWQl6aroOF3W,male,44060,college
N3OsF9jMX2xD2050jaDhIqxda4oH2JqK,female,43537,highschool
JuATrZMxIvBECTtZns1KBb6XEIM0ErcP,male,91351,highschool
4DPKOQvuGxYOwlUItONudt9tR0jntQqh,female,54730,some college
stmYW7tulGw5BIKXpp4hs1v9Lf09qVxF,missing,32207,college
Hc8gD1i6nTK84RA2xMwdHGn0TIfAL038,female,43551,college
Ni1JLdqzOxkLUpUAAhMXu8rPflxVDz5x,male,28210,college
m7GeMdFl22gaxUtAD72z73B5tIK1shlq,male,23112,highschool
XA3C6B1wRNFVrM5Aa4P6rlo6p2AOyrrQ,female,13901,some college
gq3DANrN9wbJjJlO9ubG4IKlR7Pf4jhN,other,45662,no highschool
lw6h3s1CoSuypoW7FPPIbDq7fjqWqDdP,,13204,some college
z5Oj88Knyiv3qHCBRFPgIj3Nwcbpx8iT,other,28390,some college
rR2pAkQr9p1dWKJolHLA04RQS9jdUieu,,44055,no highschool
LGP5T3wCnpPmjUQtkBXMiMfa5aEzHypm,other,19801,some college
h7767X9ErBpywIPJ80yZkYaavOTSqHfr,missing,48170,graduate
s47vKXVHB1VsNNfRZbf7tf7o2xKhrqaY,female,27617,highschool
ub3v02aaak0LZRh4KK42wQi3xsUnCMCR,,44055,college
EauY1HxemY2ubWtxjFMQ9wJ4c4rUkFdI,missing,60402,missing
MqmqjQ1vUq8tshbKAp8BwGxCm59NBt87,missing,13850,some college
8hq02goyJj4fNhknuQanzJ3MeLr8HN04,female,92262,college
VX78D4m72ntSIRyeIpSLYgr2MjLbBMaA,female,59901,college
bi9mZp6NegzS3n1ijbBhkJh3tVlhmPEB,,72117,some college
Ov1eEIsyiq4NpsQyBb4m5rDEEYvFdikk,missing,60031,some college
gL404ct0FTiEYon95m5egQXV5s5d3s3Y,male,90004,highschool
g43jkSGsg2Rki6QujpWVkx3LXDtlJUhS,male,20735,graduate
gdum0EJV2NBGrdWmxDxac8a3zmqEvx20,,89030,graduate
UvYxA2sGUDomRBgRgRhF94QRI2dUySLd,missing,93004,some college
BbZEGv8zMCuD8c0LXrenf9W1lGSlVd04,male,74137,missing
DVyimdGTTnbLGYwEpoGlJAG1kt7yY9fR,male,91711,some college
zVRgHiyCrgzSj5zMuEnkPm5oDIIMFZBj,,11803,highschool
xUXE3iW6poG0JPOFtMjkK86xRhKU8e17,,19720,college
sgQSCl8zts3GE7Y3JWPt5s5VoMPcCy0V,male,77039,some college
LEDemReHX1Pv01g7kaaZ9LIZt6RuR5cF,,30906,highschool
fWFaAKdCQbV0w3S48FeXgmzcwLTDxziF,,98857,missing
t3vj4r7JOWedUjNWDPc1a4izv1Cmnqwm,,94960,no highschool
AUU00VCbhf1W01kfmojfhGfA7RKSg1li,missing,10532,highschool
GiZPPWECB8cOFTJAH6KyvG1pkF8kzmUr,,7724,some college
3wUjWweYdkoJeIc50xJnWt3zTAsyQ68p,female,78213,some college
gr752SsShmvckPrXCk2MTorGadzsRwtC,other,94037,missing
rqQh9C7Xl7ZnPOUqWzoZc832n0EZnujy,female,93010,some college
Z5Dgq02GJZwP1I2fvmHLkqgiztGyQl0J,female,90212,highschool
bP7as9sAcwkWuTxLqUupMcnz0g3pP7Hv,missing,47905,graduate
aOByBvWQgPUaap02TDccvfJrN5i4qUDA,male,7606,some college
WKElfJXDQmy3PjYJgGyfgGLX5SOcWQqh,missing,11377,missing
hXHebKT9DlTamDs3qDTV98mEvocaxwHe,other,63118,college
IkyhIfvPgkEeJmiKy0aMpZ7zZKzT6Ktg,male,15022,missing
6e1vzOAutYmupupAe6l9Wa7OeJVJRrPV,male,86040,college
LPhAvKS4c9TpTg73SxWKoPqOfEAdcDpE,other,32060,missing
Bsf0ZCZV8tfoczo9Qszb1waBsRFDRTRY,female,15483,highschool
qMHt2pvEDzVNHM7ZHWzleDlEr3OuwQXq,male,21206,missing
Gkun7suFYdIqmfBGJB9Ac8t3pErAozZf,female,20003,some college
v3qC2b4gVFHgIvE8vDXCcirEISGonYcs,male,98248,some college
BFMW4Su880Ds3vBcbLRxS9HSmnhtVLFN,missing,62040,highschool
TqLkmogP9A8wj7y0peV7PS3deY5AXfKI,male,78223,some college
QYjpxbrVSGPDAci3W6k5VG5SBfXuiR0g,missing,7407,graduate
Ysq6aCXyd2XHhwn6l5DwjAhtTkYik5mH,,72921,no highschool
JHWavxS31M6WdcOM6APEi8tIZvF8SVsn,male,6488,college
4GJSwwikGuUWXSajcKoSlvfsoiC8eEZq,,58201,highschool
ukV83h2gop6RgQ4r0p0CZA73Nn6q15H2,missing,60002,some college
1RRk0ZnxZ2CPw2XNfUItzy5sUiLgzBdh,male,22469,missing
ixSDWW2BXumV8CCJiQuVZD8VxyQ2jrlG,female,68601,no highschool
lk5oehLIjSvUbPRMHXMeYOBQrV2yDWmK,male,33569,no highschool
rqfmSUjEpfdp2wpyKHkAknP6mLxqK3wy,male,89521,graduate
HQVRezU89umSvdjmOYF3nS0qPRPvMBxw,,89107,no highschool
FkiswekbxiwDe5koJFIK7ORjnTWl0Y3F,female,37830,highschool
JfQVgXDVu1NGs9lcRBOD4w6V7BSaZCc2,female,33023,no highschool
XJxSpF8ITy9ROe07787X0UyipcPUMBvB,female,19522,some college
0YyuZCZ9YG2n31hPJCi1E2GmCt5JQVnE,female,7644,highschool
JadUnuqJIDeTMkHHW7tL93DgLLA81DuR,male,94025,highschool
MochL6Y4MUt1aiV9sgdJuWKKR5FxUW3X,,60074,some college
7ZQaIDzSJzw00mkFN7jwyjy0u4cN8LCV,female,98043,highschool
IZgeNQR48SlghLgqky1THIGU3iIcOraV,missing,89103,highschool
A3XSYA2hkB6p8Pox3DNKsMliZ3J7cIyz,,36530,graduate
LUgTh6GVAZUuu6P6ClIsXLbxeQUErBSM,,76051,no highschool
oszx4PhdP8dDZ7c7ZdhpGbAvrogo2Y4S,,17602,college
xndkXq03AGanha0Zu6RBymqlwrjUbtA1,missing,46750,some college
QP61WzTD88M7Z43YJUY0WRxs9mL5DaLN,missing,90802,no highschool
gUo0W9ZbZV9s10tufqWZKE9SSP6xB9CP,,90262,some college
1HTh8hEIJcPxWoomy2p3am4ntRXGduHs,female,32257,some college
cfg2dvjgHRrRXnLKehwyxBIarxQiiXUS,female,32221,highschool
UFFjtPTrAsM9S5cZ2qxzDLEkxVNdtPf2,,35470,some college
TSAIY3YjXsZdZc9oVcWWYSbgnOAvAP3E,,76119,missing
H7IJIXLIltDG0nN8VsRDJ0c9XkWa1wx9,male,53551,college
iyElHhJpR2g8ZyJcSSbCr8hafYJFiK1T,,31046,missing
r08ldL8Ukajd83l5tgWL2qbjnzFILoQ7,missing,52402,graduate
0RrAM7mPLzd3skZgaRP9NKB2Gqbiiam3,missing,48375,highschool
sESOR36K7nBM311FFRUj2nLw7gbYwiJz,female,48640,college
0yS6jXjby9SRYDChWhk2JHAwv02V2jcY,female,80003,highschool
78cYj4gt6nI6GwOJUSK9KDq8ZQmQFHVm,,96752,college
BqCDbDUhzWlEYTfQ9t828tU9Epj3MxL4,,29483,graduate
Qsrx4kwwBFByqyYPAbCeTAurBzPDhOG4,male,11421,no highschool
FS0rMTcAoL6pAjzfEyMRtwUNtL7FOnEu,male,20904,some college
jJxPOiWMMspF8JrofaUsGMQxMzZUS2cD,female,76442,some college
0vFAQCU97DcYSZB1kNy3E76nKEM61RfH,male,33563,highschool
O5FAv2WJ9y2Iw3ydNqVb8wtG4rpJE8Qp,,11235,college
WNT8mFhPmDPRuQT8JLsnindelSr1MnST,missing,95628,some college
in601PldxOVVyFmafKycx3ErNgviamnP,male,2908,missing
ikgow4R3biGHpPkmKFQQ3pnGjJgbikVH,,38104,some college
1bKMONcV6Mq58szdlIajPdFyqaw4BvrA,other,91387,some college
LD7pbuVHju3VTu9U8udNh6I7JCsw9ECG,,11358,college
hz4o7D61ZM6bWTmAAyF9msUsccOC0kyX,missing,98321,highschool
b2XDhIVbFblOcApbzil5AzxhyGQXvGyd,,38257,missing
TroWrp5S8FhNJSgSuQ7Yk9WR8zsmBapA,female,33308,college
BK675mV6sRTmJDEA1hftdHpQWqGwge10,female,27591,graduate
V2LBVc8iZdDnuXsiI9Sw06zIg4OqT9B6,female,93630,some college
Nsiwn7635mGlMs5nxmspwUbmVQaPZWQ6,,60139,graduate
7Syb3Ny3H2l5lVH2fXf0eu5MNowUgAyF,male,32953,highschool
XIvILW1f7G0fHSdCZaqRHYsIcD3WOjb1,male,32305,missing
5Sbt9qP55CU1XJKxAkkEIFTsZUJhvYUR,female,8820,missing
s32xulFR8esgIOL5nYOoW9wv37nnbUWi,other,77530,graduate
fPGZn47iRtfCrdWGho5QrM36HqU3OMyp,male,59047,graduate
X8G5fdVVuPNoIiQKh4Ql7xFEGqHtVJdj,male,49401,college
EZXku3HiM8iDGMBMsO2RMLHj3AEpHhBq,male,50595,college
TkN40OTwe7lI64CTvZmLBQZHnBSrmTIK,missing,98270,highschool
4TxI4qNPs1w5xlNJ8vKBNEb6bFI5MoVU,female,80524,missing
Kjmp5pJryV1v3Ph58sr0zTBKBdXpoUju,,51301,some college
tEw8akDx4iJRuyvxd7WWzOBMzRCJ7INC,female,54487,highschool
rGUcxYNOJhuu9K9SMgsP5W3xbSiphSwH,male,82007,highschool
WW7Yo6PmQhLyd4oqDECwVthtmVns6DPF,,44709,missing
04BmnLOK5TyMplrnS0toExcIvpMj9zKH,male,83854,highschool
gmhCT21egJ120TaG89Xay0aaFTdFxysB,male,54481,some college
d2XCtAG1Qj6HvKBTexcqbC0LUU57FqsK,male,91405,missing
BYrZOeYhrifk9hHqJY6J07thmaFV72bH,,44883,highschool
wfhPN1ziKmkopgm2SSJQjQPMJ5JTAZiZ,male,92563,college
35S9gjapK9FKb9a0slYIhEUwX3BfU6yQ,,34979,no highschool
RZkURffoac9M9TTZF7CmrkPrV61hL5fj,male,93001,college
saVAVp84ztB1czDRmZ28Dhfluo0cbrSJ,,35802,some college
bBEmb0QvzdynYTvZT6G9HnWKr2iFy1Vj,,11756,highschool
dMrgH440WCDAs3UnYGenYjtBiGOLNMI7,male,99502,some college
gT5pMjXul75B7Gu7tLSRikLVSRpqqLRm,missing,21146,some college
kKH4olslIcMX5RimtmBANWk2T6CuD4cI,female,20171,highschool
9rnnCfevErkk715smwZtR5kpeYMKWe7q,missing,7621,some college
EpdHS9GR8oqIUKzHvPkVQRgoyyohb0m0,,64040,highschool
6JlRZxC3M5GDCXBPRgqIBCezswNuact8,missing,11968,college
wmND65rZOV8Cdq3Mq9MmFLy7XUHHSgIW,,60514,college
xmuXpypFW6j5yJqGZgcghJW7cBCobwwu,,49862,some college
JtMmp5BCDQnYE7CMI3NvnX4aRCZsQW9K,missing,23703,highschool
y7De5P4k4k7KHshTlCe09SLc0SKD6oFc,,98203,no highschool
XbNmopPUSgE7kmgzMX07MdjoHsl00Buy,female,38637,no highschool
8gqnQBccwF9lDaMHj8oF8zZMqUrUX7OJ,,93960,highschool
aiXR63FJxLzLjxOw200I9QHjcVwt5TEN,missing,34208,no highschool
a9MMqUpuUSR3IzgW99lgUm9PMVCCff15,,98360,college
zlC9nEdRrqLSPX386Mctiz9fIdlU29GI,female,95032,no highschool
rdg2nHiLYsiSReUT6ceN5ru1y74wWxa3,female,33947,highschool
DRhlp1eJHQqsxjCL0bRD6kkHN20HbJ4w,other,72019,no highschool
v1feRUTeLYmLp8xTvCv49IMVitbqLjHO,missing,97030,some college
YhMk5Fi1YoGTQC0bue7ZDabhfCINaPfO,,72150,some college
DDb93gXFas6NM5bJhywA0Zo2FNveAykv,female,94804,some college
4d0xqG7iYaIfetkjUGgLDPJ6Ogwqx8em,missing,94954,some college
5fijMGQvSLyHGKJn20N3lxyncD5slmAF,female,43201,some college
GCL4M4xi34fZWpjyr8tji9sWSbhmwPQ0,male,27513,some college
mEYvpv85YOkUl1Yr44fbxpdlyCcgyFsi,,80920,highschool
Dm5VGVuvPJaClpc15IRjkShVCd50rC0J,missing,2124,graduate
NE1j7PHCSRBseNkK91WRdSnDYFuO2SIP,female,33324,no highschool
AHz1QCkTe5C46SvcxSVvOnZCyXeMZGQA,other,48377,highschool
oXOq77r8Fs1ws684f7w0XYYCRjvy0L1o,,28306,highschool
NXySuzojhc1I0F7FiD9yLOqmBISmCQMB,male,47250,some college
IlxRaGZ1nRKiJVsY7iCnC6rMbnhX7V42,,98362,some college
6zKDkscN8MrjVXZq4kUuuUFJeWX6gFxy,missing,55417,some college
pElV5DRxk5Z6mDLhqqwnVLHD84q7A4UU,female,76082,graduate
NjbNay34GETtRbBoztYEWZDum18Rife2,female,10033,graduate
tOJOCpVPHYlDYFy15RBSr0TBOirDNfae,male,49266,missing
RKhwsoCc5fBTPUuS1npxvQUfDnvB8DpV,other,49507,no highschool
h1nWhCWIPIBfK6AuSazjJYDGqK6Kodam,male,50459,college
OPl7KyHzFf9FR7H5bJaIZJAJnuKijjNP,female,17543,college
6TeNHmnZsy2QqeLuJegGqbjbPJMrX0FT,male,60073,graduate
KNlCP9u5v0X2kssRuUO2g5BJgvrcwVr9,male,60805,graduate
YCZ0HSNcZja1vuapbZTjyZlLagijA85V,male,48881,missing
046QjebemuzF6EVBsmg9eD6qM6mG0ZFo,female,96019,some college
gHRLwMUna5UywX9mhOtkQ3wjwi5Ct7L6,female,5478,highschool
uhU9XFMHqXe19d0SBpTzsSNqTtdSMXBT,female,32168,graduate
7JTB4CyOxMIYiscUQS5N24z40QJDU2NG,,64052,highschool
9PWsvG8aDDXlv4bFWGp9lyHwtwflcYrM,male,33618,highschool
hw2TH3QDKpPLQrVBbXfwSPHQRfI3ihrE,missing,75074,highschool
WfFzDu02yVQhznDpti9qz88KkaHNMAz5,missing,48917,highschool
wGfXRYqHkdAo1fVEEY9NvW8qy6M9m0mI,male,63044,no highschool
tx04Ha5n9zljgtxVCSPhhDeR5rEIB0mJ,,89104,highschool
t069DROGMOy4O12B9Ty0yznUmNUBGFUp,missing,1930,some college
1V4oeerjcRka7iRnhhAMvWIejpGXAPM6,male,23430,highschool
JPM4u7M7mESW6J87dCuf2vIUFm61jKxP,,50703,highschool
KDRVmwAFF6KOjkyGQS8KZy8hvYlDmqL1,,32905,highschool
Svpt5PbqHXxAqcroXxqFkk7fxT6nr95V,other,20906,some college
Uj4ANhy2ax9xqi9fYqstenkdK1sMMeMf,male,80216,college
ukfWsseqqJzHHxAFnLMKYh1SZzExeQ1z,,15241,no highschool
tV7GilNH4qERxqQG9yXRbyo0vWdEfCmA,,85740,highschool
CTzsOL49UPUArAP2sAfnnQhe79FdliFF,female,19134,some college
pAIEYSSXdgXA2O8eKo5gs0U3YOaGGkK5,male,55014,some college
QkN5nvBbZszJiSQ2f66kudMZ2eWWY8sa,missing,40342,missing
QRBHeXWoh4Eq5qFFGeXnL66X034DcN82,missing,19004,graduate
dZoBSUmFqbs0mx4SS0oFW7aEYhKYySEY,,27530,some college
IC7EvxrdI6aK6zztlqGy7t8EMIkvsLWH,,23453,graduate
yqKROBPuJn4nxwoeGVvCytISc5X9wHzY,,78539,some college
nMQhEvOdlBwMwPAdKpUG9vKncfM7zdbi,other,78703,graduate
kUwFTCsnnfGPoIAaptVdNzsgHaCWsrft,female,35611,highschool
EzGPRLsUlIo5IP2I72eusCvmoWbZVrJa,missing,78039,highschool
YtJbqHCfQeko1zihs9n6E1Ly00ndbcI5,female,49048,some college
jirASCd4mGEAqSp9b4BTVp1HiN2k5mes,male,20772,some college
fI3hebp00rsXhIziC6bSQuGhxHORhCp4,female,37643,college
bUUHjOrv9lYLGdFvQvIJrOvIH31QCvbc,,60002,no highschool
GVUW5EioLLOtv8ZW5mYv2ETPaUF9R3ln,male,91767,graduate
tS1LlL2hRnq45AooWfESOBhtcC4AoK8u,missing,55901,no highschool
C3Ny6KS3sMtxeuVMnHyYboSejjiB2Wof,male,34787,some college
rQBPx7NxAW8uUENR4ioCffkqkz2l2Zdk,,77520,some college
iIZJjkWNE7IT80tlrFqq6usnQI5kIYfv,female,70401,no highschool
GEJxCJQnooVD6TK8LzUn8RYie0Rq9IUX,missing,31008,some college
nzJ8aKdHNQpFobkS9nl9u4a7M4Voujxx,other,78748,some college
tlDYUXsXqTEiJYEYII0yTVPvDlw9INsv,other,65653,graduate
H86IH5jP1Ru7f86iiVIYoWdRREGmMhmR,,45239,graduate
rmlZ7x6O4i4xKnqcPnFuEHPQ5kp2xB2g,female,48313,highschool
ffnHtZ1QN4qjciwC3Yy8mONo5ZYvivQf,,19067,highschool
PmjzDmD1PFYqpmVaelKXEbwbYfZH0pBp,male,37311,some college
ma8nscMCD0ftKjbxujos5nzHFFtaZMo4,male,71901,graduate
CZZkgDgsqVR6ftNFrTmx0jPpBHh2f3Zo,,27263,highschool
T3Xe0vKcvG368509sh77unm5yNH0ZELT,male,14217,highschool
YeiUeQiKyexFrijmX5LdSq2eXcUsVziN,female,67333,college
HrBnK6lLNcgiDwDpR34j0VCn9re9QwZb,,7506,missing
AxqhGVvN0BXzkstXSu2vHHQIbLiODCv2,female,67578,some college
OkIGEUSyYPsk5JRdShYV8COJmb2duM21,male,91302,some college
uqUHvUbI1Rfi91PLOBpzOucJQa3GOs20,female,72205,college
24fjmT6se2n9Ltlr76MWWcAjnMCSv9hC,male,20851,highschool
gupVOklSGRPKDaKU0CVTeXZgnj9ATU1i,,22033,highschool
PVcvpL4FmvCsde40Sqxbtdy7QamQQAv1,missing,52753,some college
w2sKd0cOObBRKhbutYISAGM6GUL3hKiJ,male,80020,college
4r712Cp6HawShlWfCnD4BeT5bNCQMkQ4,missing,32810,college
BHDHflWTNZukfEaeLDZekAHtO7TtFT51,male,1602,graduate
YbLMGhh6kUsL7cCWokLPtmzuSdnqRGwh,,94002,highschool
ExaahXOdmDkG9h6C6IWQiCEgqVTIynrC,female,45430,college
R7ptDQN35cKkqrWYU1EoWDk89h01yGje,missing,79045,no highschool
22gKgppvM0zEIhrhLlteVZj4nhbgjmlt,female,55391,college
Ak0ru019Ynz1X1qhUbDFCskGZavLrHBc,,33349,some college
2PE902LWi9Z3LTHtwa1edgxLMdT8HKkg,,77379,highschool
YWpcsBaqQQvwsOQW5MwPxTg69MoBzvBW,male,62918,highschool
NLIh4VJYbGXtPc1CA0F1tPrWSh7ESLKA,female,19468,some college
eWIsTbhL2p3ztTyrIxD7wf9RK1qPkZuf,missing,76801,highschool
nFPy4RXnRwkyJrmMxmeBK4hq3lJyiex3,,48088,highschool
ikZ5e1jXRpMQVOcFqH67Ve7tNtXOJxoc,male,8817,some college
gaPKJ85XxbBvnDdPIEKLTZZ4VfSrW6lT,,63129,some college
iKNF3AegwxPkZS1cp81zmr1m3hwDvn8E,male,11552,some college
V88tydF1tbAksoj4kqiwV2xHg6A4Lqxq,missing,64079,some college
6AaaRrtVZvQnfPKLSvNXhOJuVdyCqSNQ,other,17846,highschool
lmNEyMpBiUCXqFMVYwQrEECYmQuekARf,male,57401,graduate
R3dQ9jq3tvyNUpyXsr74maEo4gLtmX8j,,99577,highschool
qIFgA5HGNZaMGgRGWTpCB8BK3D2rOVSG,,83634,some college
